,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
9272,2021,East of England,S,   5-9,8,1140,377
9273,2021,East of England,S,   10-19,6,470,373
9274,2021,East of England,S,   20-49,*,135,214
9275,2021,East of England,S,   50-99,*,15,89
9276,2021,East of England,S,   100-199,*,10,*
9277,2021,East of England,S,   200-249,0,0,0
9278,2021,East of England,S,   250-499,*,5,*
9279,2021,East of England,S,   500 or more,*,0,*
9280,2021,London,A,   1,0,45,8
9281,2021,London,A,   2-4,1,210,66
9282,2021,London,A,   5-9,1,75,*
9283,2021,London,A,   10-19,0,30,55
9284,2021,London,A,   20-49,0,15,37
9285,2021,London,A,   50-99,*,5,*
9286,2021,London,A,   100-199,*,0,*
9287,2021,London,A,   200-249,0,0,0
9288,2021,London,A,   250-499,0,0,0
9289,2021,London,A,   500 or more,0,0,0
9290,2021,London,B,   1,0,10,*
9291,2021,London,B,   2-4,2,820,1992
9292,2021,London,B,   5-9,3,415,4708
9293,2021,London,B,   10-19,3,250,1625
9294,2021,London,B,   20-49,2,70,*
9295,2021,London,B,   50-99,*,25,1348
9296,2021,London,B,   100-199,*,5,2350
9297,2021,London,B,   200-249,1,5,834
9298,2021,London,B,   250-499,3,10,7524
9299,2021,London,B,   500 or more,*,10,35024
9300,2021,London,C,   1,1,335,54
9301,2021,London,C,   2-4,11,3985,1473
9302,2021,London,C,   5-9,10,1555,7151
9303,2021,London,C,   10-19,13,925,1545
9304,2021,London,C,   20-49,15,480,2028
9305,2021,London,C,   50-99,13,175,2564
9306,2021,London,C,   100-199,11,85,2624
9307,2021,London,C,   200-249,3,10,618
9308,2021,London,C,   250-499,10,30,2510
9309,2021,London,C,   500 or more,79,30,59796
9310,2021,London,F,   1,2,905,220
9311,2021,London,F,   2-4,48,19530,12645
9312,2021,London,F,   5-9,22,3440,6381
9313,2021,London,F,   10-19,18,1310,4831
9314,2021,London,F,   20-49,12,410,4951
9315,2021,London,F,   50-99,9,125,2876
9316,2021,London,F,   100-199,8,60,3751
9317,2021,London,F,   200-249,3,10,671
9318,2021,London,F,   250-499,8,25,2921
9319,2021,London,F,   500 or more,30,20,9612
9320,2021,London,G,   1,5,2235,580
9321,2021,London,G,   2-4,58,20375,82172
9322,2021,London,G,   5-9,52,7960,28735
9323,2021,London,G,   10-19,46,3435,20356
9324,2021,London,G,   20-49,47,1595,100081
9325,2021,London,G,   50-99,32,465,44501
9326,2021,London,G,   100-199,29,205,67134
9327,2021,London,G,   200-249,9,40,9857
9328,2021,London,G,   250-499,27,80,14243
9329,2021,London,G,   500 or more,521,105,102904
9330,2021,London,H,   1,0,175,31
9331,2021,London,H,   2-4,11,4325,2903
9332,2021,London,H,   5-9,7,1070,*
9333,2021,London,H,   10-19,6,475,2671
9334,2021,London,H,   20-49,8,255,*
9335,2021,London,H,   50-99,7,105,3720
9336,2021,London,H,   100-199,8,60,*
9337,2021,London,H,   200-249,3,15,*
9338,2021,London,H,   250-499,11,35,*
9339,2021,London,H,   500 or more,163,45,38434
9340,2021,London,I,   1,2,805,81
9341,2021,London,I,   2-4,29,9730,1888
9342,2021,London,I,   5-9,34,5150,2076
9343,2021,London,I,   10-19,44,3250,2512
9344,2021,London,I,   20-49,50,1705,3639
9345,2021,London,I,   50-99,35,500,2566
9346,2021,London,I,   100-199,32,230,2279
9347,2021,London,I,   200-249,10,45,740
9348,2021,London,I,   250-499,35,100,2751
9349,2021,London,I,   500 or more,212,95,13121
9350,2021,London,J,   1,35,16570,3643
9351,2021,London,J,   2-4,379,142320,140031
9352,2021,London,J,   5-9,294,44195,78304
9353,2021,London,J,   10-19,323,23685,63569
9354,2021,London,J,   20-49,358,11780,154772
9355,2021,London,J,   50-99,293,4195,91498
9356,2021,London,J,   100-199,269,1915,124090
9357,2021,London,J,   200-249,96,430,29526
9358,2021,London,J,   250-499,282,810,65091
9359,2021,London,J,   500 or more,2340,855,470704
9360,2021,London,K,   1,0,90, ..
9361,2021,London,K,   2-4,10,3560, ..
9362,2021,London,K,   5-9,10,1485, ..
9363,2021,London,K,   10-19,12,830, ..
9364,2021,London,K,   20-49,18,555, ..
9365,2021,London,K,   50-99,22,295, ..
9366,2021,London,K,   100-199,24,175, ..
9367,2021,London,K,   200-249,10,45, ..
9368,2021,London,K,   250-499,34,95, ..
9369,2021,London,K,   500 or more,311,95, ..
9370,2021,London,L,   1,1,330,216
9371,2021,London,L,   2-4,22,8215,5015
9372,2021,London,L,   5-9,19,2960,3475
9373,2021,London,L,   10-19,19,1420,2723
9374,2021,London,L,   20-49,9,290,1622
9375,2021,London,L,   50-99,5,75,783
9376,2021,London,L,   100-199,6,45,1815
9377,2021,London,L,   200-249,2,10,*
9378,2021,London,L,   250-499,8,25,1287
9379,2021,London,L,   500 or more,32,20,*
9380,2021,London,M,   1,8,3965,779
9381,2021,London,M,   2-4,69,26625,10470
9382,2021,London,M,   5-9,47,7060,10238
9383,2021,London,M,   10-19,52,3790,9093
9384,2021,London,M,   20-49,64,2060,12449
9385,2021,London,M,   50-99,50,715,10277
9386,2021,London,M,   100-199,50,340,12681
9387,2021,London,M,   200-249,20,85,8367
9388,2021,London,M,   250-499,43,120,12524
9389,2021,London,M,   500 or more,265,120,68141
9390,2021,London,N,   1,10,4775,1224
9391,2021,London,N,   2-4,34,12635,8482
9392,2021,London,N,   5-9,26,3945,5445
9393,2021,London,N,   10-19,32,2360,8478
9394,2021,London,N,   20-49,38,1235,8522
9395,2021,London,N,   50-99,40,585,6983
9396,2021,London,N,   100-199,40,285,9651
9397,2021,London,N,   200-249,15,70,2027
9398,2021,London,N,   250-499,52,145,6946
9399,2021,London,N,   500 or more,285,140,23599
9400,2021,London,P,   1,0,85,*
9401,2021,London,P,   2-4,6,2090,461
9402,2021,London,P,   5-9,6,815,452
9403,2021,London,P,   10-19,8,605,536
9404,2021,London,P,   20-49,9,290,608
9405,2021,London,P,   50-99,7,110,*
9406,2021,London,P,   100-199,7,50,455
9407,2021,London,P,   200-249,*,5,183
9408,2021,London,P,   250-499,*,15,305
9409,2021,London,P,   500 or more,10,10,817
9410,2021,London,Q,   1,1,720,84
9411,2021,London,Q,   2-4,12,4040,870
9412,2021,London,Q,   5-9,15,2100,924
9413,2021,London,Q,   10-19,25,1710,1399
9414,2021,London,Q,   20-49,30,955,1715
9415,2021,London,Q,   50-99,19,280,1185
9416,2021,London,Q,   100-199,14,105,822
9417,2021,London,Q,   200-249,6,30,265
9418,2021,London,Q,   250-499,10,30,507
9419,2021,London,Q,   500 or more,106,35,7994
9420,2021,London,R,   1,1,480,159
9421,2021,London,R,   2-4,9,3435,1647
9422,2021,London,R,   5-9,7,1025,1124
9423,2021,London,R,   10-19,7,540,1475
9424,2021,London,R,   20-49,7,235,959
9425,2021,London,R,   50-99,7,100,825
9426,2021,London,R,   100-199,5,35,3572
9427,2021,London,R,   200-249,2,5,119
9428,2021,London,R,   250-499,5,15,868
9429,2021,London,R,   500 or more,56,25,24287
9430,2021,London,S,   1,3,1420,140
9431,2021,London,S,   2-4,19,6430,1177
9432,2021,London,S,   5-9,12,1780,764
9433,2021,London,S,   10-19,9,695,699
9434,2021,London,S,   20-49,8,280,703
9435,2021,London,S,   50-99,5,65,589
9436,2021,London,S,   100-199,2,15,179
9437,2021,London,S,   200-249,*,10,*
9438,2021,London,S,   250-499,*,5,*
9439,2021,London,S,   500 or more,*,5,*
9440,2021,South East,A,   1,4,1415,319
9441,2021,South East,A,   2-4,8,2295,879
9442,2021,South East,A,   5-9,6,820,688
9443,2021,South East,A,   10-19,4,315,755
9444,2021,South East,A,   20-49,5,155,408
9445,2021,South East,A,   50-99,4,50,195
9446,2021,South East,A,   100-199,3,20,252
9447,2021,South East,A,   200-249,*,10,81
9448,2021,South East,A,   250-499,5,15,682
9449,2021,South East,A,   500 or more,*,15,1068
9450,2021,South East,B,   1,0,35,*
9451,2021,South East,B,   2-4,1,510,994
9452,2021,South East,B,   5-9,1,210,315
9453,2021,South East,B,   10-19,2,125,407
9454,2021,South East,B,   20-49,3,95,876
9455,2021,South East,B,   50-99,2,35,531
9456,2021,South East,B,   100-199,2,20,836
9457,2021,South East,B,   200-249,0,0,0
9458,2021,South East,B,   250-499,2,5,*
9459,2021,South East,B,   500 or more,59,20,25230
9460,2021,South East,C,   1,1,590,90
9461,2021,South East,C,   2-4,14,5145,1760
9462,2021,South East,C,   5-9,17,2495,2146
9463,2021,South East,C,   10-19,21,1480,2501
9464,2021,South East,C,   20-49,34,1085,5272
9465,2021,South East,C,   50-99,29,410,4635
9466,2021,South East,C,   100-199,26,185,5772
9467,2021,South East,C,   200-249,10,45,2142
9468,2021,South East,C,   250-499,31,90,7256
9469,2021,South East,C,   500 or more,119,75,55370
9470,2021,South East,F,   1,6,2830,548
9471,2021,South East,F,   2-4,50,19405,9061
9472,2021,South East,F,   5-9,28,4280,5559
9473,2021,South East,F,   10-19,23,1730,4807
9474,2021,South East,F,   20-49,19,640,4049
9475,2021,South East,F,   50-99,12,175,3026
9476,2021,South East,F,   100-199,10,70,2561
9477,2021,South East,F,   200-249,2,10,460
9478,2021,South East,F,   250-499,6,15,1596
9479,2021,South East,F,   500 or more,71,25,24704
9480,2021,South East,G,   1,6,2425,609
9481,2021,South East,G,   2-4,48,16210,11627
9482,2021,South East,G,   5-9,51,7555,10058
9483,2021,South East,G,   10-19,49,3630,12949
9484,2021,South East,G,   20-49,57,1900,18108
9485,2021,South East,G,   50-99,33,490,14630
9486,2021,South East,G,   100-199,29,215,16711
9487,2021,South East,G,   200-249,13,60,9250
9488,2021,South East,G,   250-499,31,90,20621
9489,2021,South East,G,   500 or more,234,100,194456
9490,2021,South East,H,   1,1,355,58
9491,2021,South East,H,   2-4,10,3775,1922
9492,2021,South East,H,   5-9,9,1375,1239
9493,2021,South East,H,   10-19,9,645,1500
9494,2021,South East,H,   20-49,13,410,3273
9495,2021,South East,H,   50-99,9,140,1497
9496,2021,South East,H,   100-199,11,80,2055
9497,2021,South East,H,   200-249,*,5,*
9498,2021,South East,H,   250-499,*,15,*
9499,2021,South East,H,   500 or more,114,40,17823
9500,2021,South East,I,   1,2,965,115
9501,2021,South East,I,   2-4,23,7170,1161
9502,2021,South East,I,   5-9,32,4625,1229
9503,2021,South East,I,   10-19,38,2745,1397
9504,2021,South East,I,   20-49,36,1255,1303
9505,2021,South East,I,   50-99,15,225,780
9506,2021,South East,I,   100-199,16,115,843
9507,2021,South East,I,   200-249,5,20,209
9508,2021,South East,I,   250-499,16,50,707
9509,2021,South East,I,   500 or more,116,55,6116
9510,2021,South East,J,   1,37,16780,3140
9511,2021,South East,J,   2-4,318,118040,45341
9512,2021,South East,J,   5-9,256,38000,33497
9513,2021,South East,J,   10-19,270,19705,40440
9514,2021,South East,J,   20-49,322,10590,50829
9515,2021,South East,J,   50-99,225,3260,39364
9516,2021,South East,J,   100-199,199,1450,43319
9517,2021,South East,J,   200-249,63,280,16156
9518,2021,South East,J,   250-499,198,575,50794
9519,2021,South East,J,   500 or more,1236,610,408426
9520,2021,South East,K,   1,*,150, ..
9521,2021,South East,K,   2-4,5,2100, ..
9522,2021,South East,K,   5-9,4,585, ..
9523,2021,South East,K,   10-19,3,225, ..
9524,2021,South East,K,   20-49,4,115, ..
9525,2021,South East,K,   50-99,4,55, ..
9526,2021,South East,K,   100-199,5,35, ..
9527,2021,South East,K,   200-249,*,5, ..
9528,2021,South East,K,   250-499,7,20, ..
9529,2021,South East,K,   500 or more,63,35, ..
9530,2021,South East,L,   1,1,300,*
9531,2021,South East,L,   2-4,11,4165,1317
9532,2021,South East,L,   5-9,9,1350,1000
9533,2021,South East,L,   10-19,7,515,1047
9534,2021,South East,L,   20-49,4,135,415
9535,2021,South East,L,   50-99,2,30,*
9536,2021,South East,L,   100-199,2,15,406
9537,2021,South East,L,   200-249,0,0,0
9538,2021,South East,L,   250-499,3,10,532
9539,2021,South East,L,   500 or more,13,10,2098
9540,2021,South East,M,   1,4,2125,304
9541,2021,South East,M,   2-4,54,22315,5861
9542,2021,South East,M,   5-9,29,4325,3859
9543,2021,South East,M,   10-19,30,2215,4243
9544,2021,South East,M,   20-49,32,1055,4203
9545,2021,South East,M,   50-99,24,345,3361
9546,2021,South East,M,   100-199,22,155,5773
9547,2021,South East,M,   200-249,6,25,1230
9548,2021,South East,M,   250-499,22,60,4859
9549,2021,South East,M,   500 or more,58,55,14252
9550,2021,South East,N,   1,7,3150,738
9551,2021,South East,N,   2-4,28,10285,4177
9552,2021,South East,N,   5-9,22,3230,3328
9553,2021,South East,N,   10-19,24,1755,3679
9554,2021,South East,N,   20-49,29,955,5232
9555,2021,South East,N,   50-99,27,380,4545
9556,2021,South East,N,   100-199,26,195,2292
9557,2021,South East,N,   200-249,8,35,703
9558,2021,South East,N,   250-499,27,75,5415
9559,2021,South East,N,   500 or more,160,70,16703
9560,2021,South East,P,   1,*,125,*
9561,2021,South East,P,   2-4,4,1670,381
9562,2021,South East,P,   5-9,6,825,472
9563,2021,South East,P,   10-19,7,480,377
9564,2021,South East,P,   20-49,7,225,436
9565,2021,South East,P,   50-99,6,90,*
9566,2021,South East,P,   100-199,5,35,321
9567,2021,South East,P,   200-249,2,10,55
9568,2021,South East,P,   250-499,5,15,206
9569,2021,South East,P,   500 or more,*,15,*
9570,2021,South East,Q,   1,1,560,66
9571,2021,South East,Q,   2-4,9,2995,569
9572,2021,South East,Q,   5-9,12,1695,681
9573,2021,South East,Q,   10-19,21,1435,1148
9574,2021,South East,Q,   20-49,43,1305,2362
9575,2021,South East,Q,   50-99,29,430,1543
9576,2021,South East,Q,   100-199,19,145,1034
9577,2021,South East,Q,   200-249,5,20,228
9578,2021,South East,Q,   250-499,11,30,502
9579,2021,South East,Q,   500 or more,56,35,1924
9580,2021,South East,R,   1,1,300,56
9581,2021,South East,R,   2-4,7,2435,647
9582,2021,South East,R,   5-9,5,750,402
9583,2021,South East,R,   10-19,6,430,355
9584,2021,South East,R,   20-49,9,290,445
9585,2021,South East,R,   50-99,6,95,451
9586,2021,South East,R,   100-199,5,35,267
9587,2021,South East,R,   200-249,*,5,*
9588,2021,South East,R,   250-499,*,20,*
9589,2021,South East,R,   500 or more,32,15,6422
9590,2021,South East,S,   1,3,1295,127
9591,2021,South East,S,   2-4,16,5130,1002
9592,2021,South East,S,   5-9,13,1980,803
9593,2021,South East,S,   10-19,11,800,802
9594,2021,South East,S,   20-49,6,220,523
9595,2021,South East,S,   50-99,3,40,242
9596,2021,South East,S,   100-199,2,15,193
9597,2021,South East,S,   200-249,*,5,*
9598,2021,South East,S,   250-499,*,5,*
9599,2021,South East,S,   500 or more,21,5,*
9600,2021,South West,A,   1,8,3090,662
9601,2021,South West,A,   2-4,14,3610,1409
9602,2021,South West,A,   5-9,7,1045,872
9603,2021,South West,A,   10-19,4,315,439
9604,2021,South West,A,   20-49,4,115,319
9605,2021,South West,A,   50-99,2,35,196
9606,2021,South West,A,   100-199,1,10,*
9607,2021,South West,A,   200-249,*,0,*
9608,2021,South West,A,   250-499,*,0,*
9609,2021,South West,A,   500 or more,*,5,*
9610,2021,South West,B,   1,0,20,*
9611,2021,South West,B,   2-4,1,330,237
9612,2021,South West,B,   5-9,1,140,509
9613,2021,South West,B,   10-19,1,95,302
9614,2021,South West,B,   20-49,1,45,1533
9615,2021,South West,B,   50-99,*,20,427
9616,2021,South West,B,   100-199,1,10,308
9617,2021,South West,B,   200-249,*,0,*
9618,2021,South West,B,   250-499,2,5,180
9619,2021,South West,B,   500 or more,38,15,20274
9620,2021,South West,C,   1,1,535,71
9621,2021,South West,C,   2-4,10,3495,952
9622,2021,South West,C,   5-9,11,1670,1074
9623,2021,South West,C,   10-19,14,1025,1375
9624,2021,South West,C,   20-49,25,810,3076
9625,2021,South West,C,   50-99,20,290,2961
9626,2021,South West,C,   100-199,22,155,3736
9627,2021,South West,C,   200-249,6,25,2206
9628,2021,South West,C,   250-499,21,60,5205
9629,2021,South West,C,   500 or more,54,35,14618
9630,2021,South West,F,   1,5,2360,421
9631,2021,South West,F,   2-4,29,10795,3851
9632,2021,South West,F,   5-9,19,2850,2475
9633,2021,South West,F,   10-19,16,1155,2256
9634,2021,South West,F,   20-49,15,490,2508
9635,2021,South West,F,   50-99,8,120,1678
9636,2021,South West,F,   100-199,6,40,1744
9637,2021,South West,F,   200-249,*,5,*
9638,2021,South West,F,   250-499,*,20,1023
9639,2021,South West,F,   500 or more,12,5,*
9640,2021,South West,G,   1,4,1880,385
9641,2021,South West,G,   2-4,30,9650,4141
9642,2021,South West,G,   5-9,33,4785,4245
9643,2021,South West,G,   10-19,28,2070,4453
9644,2021,South West,G,   20-49,29,995,6363
9645,2021,South West,G,   50-99,19,280,5836
9646,2021,South West,G,   100-199,15,115,5579
9647,2021,South West,G,   200-249,4,20,1690
9648,2021,South West,G,   250-499,16,50,3943
9649,2021,South West,G,   500 or more,89,35,29754
9650,2021,South West,H,   1,1,335,54
9651,2021,South West,H,   2-4,5,1945,493
9652,2021,South West,H,   5-9,5,785,423
9653,2021,South West,H,   10-19,5,400,532
9654,2021,South West,H,   20-49,7,225,882
9655,2021,South West,H,   50-99,5,65,472
9656,2021,South West,H,   100-199,4,30,*
9657,2021,South West,H,   200-249,*,5,*
9658,2021,South West,H,   250-499,*,10,1269
9659,2021,South West,H,   500 or more,42,15,*
9660,2021,South West,I,   1,2,945,115
9661,2021,South West,I,   2-4,17,5085,833
9662,2021,South West,I,   5-9,24,3325,1017
9663,2021,South West,I,   10-19,33,2360,1049
9664,2021,South West,I,   20-49,36,1260,1228
9665,2021,South West,I,   50-99,15,225,621
9666,2021,South West,I,   100-199,9,65,469
9667,2021,South West,I,   200-249,3,15,117
9668,2021,South West,I,   250-499,7,20,353
9669,2021,South West,I,   500 or more,19,15,967
9670,2021,South West,J,   1,32,14235,2533
9671,2021,South West,J,   2-4,185,64860,19417
9672,2021,South West,J,   5-9,159,23320,15628
9673,2021,South West,J,   10-19,165,12045,16323
9674,2021,South West,J,   20-49,203,6720,22407
9675,2021,South West,J,   50-99,138,2000,18165
9676,2021,South West,J,   100-199,108,775,16487
9677,2021,South West,J,   200-249,26,120,5124
9678,2021,South West,J,   250-499,101,290,16391
9679,2021,South West,J,   500 or more,466,220,82165
9680,2021,South West,K,   1,0,90, ..
9681,2021,South West,K,   2-4,3,1135, ..
9682,2021,South West,K,   5-9,2,335, ..
9683,2021,South West,K,   10-19,2,130, ..
9684,2021,South West,K,   20-49,2,75, ..
9685,2021,South West,K,   50-99,2,30, ..
9686,2021,South West,K,   100-199,2,10, ..
9687,2021,South West,K,   200-249,1,5, ..
9688,2021,South West,K,   250-499,4,10, ..
9689,2021,South West,K,   500 or more,44,15, ..
9690,2021,South West,L,   1,0,210,35
9691,2021,South West,L,   2-4,6,2290,788
9692,2021,South West,L,   5-9,5,810,446
9693,2021,South West,L,   10-19,4,295,685
9694,2021,South West,L,   20-49,3,90,*
9695,2021,South West,L,   50-99,1,20,98
9696,2021,South West,L,   100-199,2,15,149
9697,2021,South West,L,   200-249,*,5,*
9698,2021,South West,L,   250-499,*,10,224
9699,2021,South West,L,   500 or more,7,5,*
9700,2021,South West,M,   1,3,1315,188
9701,2021,South West,M,   2-4,26,10530,2511
9702,2021,South West,M,   5-9,15,2280,1541
9703,2021,South West,M,   10-19,15,1110,1391
9704,2021,South West,M,   20-49,17,575,1670
9705,2021,South West,M,   50-99,12,175,1783
9706,2021,South West,M,   100-199,10,70,946
9707,2021,South West,M,   200-249,2,10,220
9708,2021,South West,M,   250-499,10,25,2260
9709,2021,South West,M,   500 or more,41,25,3916
9710,2021,South West,N,   1,4,1840,424
9711,2021,South West,N,   2-4,14,4990,2086
9712,2021,South West,N,   5-9,12,1720,1321
9713,2021,South West,N,   10-19,11,825,1379
9714,2021,South West,N,   20-49,14,465,1371
9715,2021,South West,N,   50-99,14,195,1393
9716,2021,South West,N,   100-199,13,90,1154
9717,2021,South West,N,   200-249,2,10,139
9718,2021,South West,N,   250-499,11,30,444
9719,2021,South West,N,   500 or more,85,30,4122
9720,2021,South West,P,   1,0,85,11
9721,2021,South West,P,   2-4,2,885,169
9722,2021,South West,P,   5-9,3,395,195
9723,2021,South West,P,   10-19,3,230,186
9724,2021,South West,P,   20-49,4,125,213
9725,2021,South West,P,   50-99,2,35,116
9726,2021,South West,P,   100-199,2,15,147
9727,2021,South West,P,   200-249,*,0,*
9728,2021,South West,P,   250-499,*,5,233
9729,2021,South West,P,   500 or more,*,5,*
9730,2021,South West,Q,   1,1,390,45
9731,2021,South West,Q,   2-4,5,1635,316
9732,2021,South West,Q,   5-9,6,875,364
9733,2021,South West,Q,   10-19,13,915,729
